Name;Market ID;Market Name;ISIN;Symbol;CCY;CSD;Type;ADT (EUR);Large In Scale (Local Currency);Live Date;End Date;TrackInsight A-list
LUCECO PLC;XLON;London Stock Exchange;GB00BZC0LP49;LUCEl;GBX;GB;EQ;660.535;8.945.300;30. Sep 19;;N
ETFS FTSE100 LEV DLY2X;XLON;London Stock Exchange;IE00B4QNJJ23;LUK2l;GBX;GB;TF;1.406.421;89.453.000;30. Sep 19;;N
LOW & BONAR PLC;XLON;London Stock Exchange;GB0005363014;LWBl;GBX;GB;EQ;288.312;5.367.180;30. Sep 19;;N
LAW DEBENTURE CORP PLC-ORD;XLON;London Stock Exchange;GB0031429219;LWDBl;GBX;GB;EQ;835.703;8.945.300;30. Sep 19;;N
LOWLAND INVESTMENT COMPANY;XLON;London Stock Exchange;GB0005368062;LWIl;GBX;GB;EQ;433.916;5.367.180;30. Sep 19;;N
LXI REIT PLC;XLON;London Stock Exchange;GB00BYQ46T41;LXIl;GBX;GB;EQ;1.281.024;17.890.600;30. Sep 19;;N
MITCHELLS & BUTLERS PLC;XLON;London Stock Exchange;GB00B1FP6H53;MABl;GBX;GB;EQ;2.568.965;17.890.600;30. Sep 19;;N
MAIL.RU GROUP-GDR REGS;XLON;London Stock Exchange;US5603172082;MAILl;USD;EB;DR;15.708.827;343.500;30. Sep 19;;N
MAJEDIE INVESTMENTS PLC-ORD;XLON;London Stock Exchange;GB0005555221;MAJEl;GBX;GB;EQ;51.845;2.683.590;30. Sep 19;;N
MARSTON'S PLC;XLON;London Stock Exchange;GB00B1JQDM80;MARSl;GBX;GB;EQ;6.719.075;26.835.900;30. Sep 19;;N
MCBRIDE PLC;XLON;London Stock Exchange;GB0005746358;MCBl;GBX;GB;EQ;957.263;8.945.300;30. Sep 19;;N
MCKAY SECURITIES PLC-ORD;XLON;London Stock Exchange;GB0005522007;MCKSl;GBX;GB;EQ;5.515.250;26.835.900;30. Sep 19;;N
MCCOLL'S RETAIL GROUP PLC;XLON;London Stock Exchange;GB00BJ3VW957;MCLSl;GBX;GB;EQ;389.166;5.367.180;30. Sep 19;;N
MICRO FOCUS INTERNATIONAL;XLON;London Stock Exchange;GB00BJ1F4N75;MCROl;GBX;GB;EQ;0;1.341.795;30. Apr 19;;N
MCCARTHY & STONE PLC;XLON;London Stock Exchange;GB00BYNVD082;MCSl;GBX;GB;EQ;8.259.842;26.835.900;10. Okt 19;;N
MIDDLEFIELD CANADIAN INC PCC;XLON;London Stock Exchange;GB00B15PV034;MCTl;GBX;GB;EQ;199.142;5.367.180;30. Sep 19;;N
MEDICLINIC INTERNATIONAL PLC;XLON;London Stock Exchange;GB00B8HX8Z88;MDCl;GBX;GB;EQ;43.526.380;35.781.200;30. Sep 19;;N
MD MEDICAL GROUP INVEST-REGS;XLON;London Stock Exchange;US55279C2008;MDMGl;USD;EB;DR;144.940;68.700;30. Sep 19;;N
MEARS GROUP PLC;XLON;London Stock Exchange;GB0005630420;MERl;GBX;GB;EQ;542.283;8.945.300;30. Sep 19;;N
MERLIN ENTERTAINMENT;XLON;London Stock Exchange;GB00BDZT6P94;MERLl;GBX;GB;EQ;42.116.359;35.781.200;10. Okt 19;;N
MORGAN ADVANCED MATERIALS PL;XLON;London Stock Exchange;GB0006027295;MGAMl;GBX;GB;EQ;3.721.499;17.890.600;30. Sep 19;;N
M&G CREDIT INCOME INVESTMENT;XLON;London Stock Exchange;GB00BFYYL325;MGCIl;GBX;GB;EQ;328.175;5.367.180;30. Sep 19;;N
MEGGITT PLC;XLON;London Stock Exchange;GB0005758098;MGGTl;GBX;GB;EQ;49.295.968;35.781.200;30. Sep 19;;N
MORGAN SINDALL GROUP PLC;XLON;London Stock Exchange;GB0008085614;MGNSl;GBX;GB;EQ;1.944.553;17.890.600;10. Okt 19;;N
MAGNIT  PJSC-SPON GDR REGS;XLON;London Stock Exchange;US55953Q2021;MGNTl;USD;EB;DR;25.003.779;458.000;30. Sep 19;;N
MEDICA GROUP PLC;XLON;London Stock Exchange;GB00BYV24996;MGPl;GBX;GB;EQ;693.615;8.945.300;30. Sep 19;;N
MAHINDRA & MAHINDRA-SPON GDR;XLON;London Stock Exchange;USY541641194;MHIDl;USD;EB;DR;2.047.173;229.000;30. Sep 19;;N
MHP SE-GDR REG S;XLON;London Stock Exchange;US55302T2042;MHPCl;USD;EB;DR;468.314;68.700;30. Sep 19;;N
ISHARES FTSE 250;XLON;London Stock Exchange;IE00B00FV128;MIDDl;GBX;EB;TF;12.197.856;89.453.000;30. Sep 19;;N
MARKS & SPENCER GROUP PLC;XLON;London Stock Exchange;GB0031274896;MKSl;GBX;GB;EQ;112.357.481;58.144.450;30. Sep 19;;N
MANAGEMENT CONSULTING GROUP;XLON;London Stock Exchange;GB0001979029;MMCl;GBX;GB;EQ;17.151;1.341.795;30. Sep 19;;N
MOBIUS INVESTMENT TRUST PLC;XLON;London Stock Exchange;GB00BFZ7R980;MMITl;GBX;GB;EQ;227.635;5.367.180;30. Sep 19;;N
MAGNITOGORS-SPON GDR REGS;XLON;London Stock Exchange;US5591892048;MMKl;USD;EB;DR;1.591.111;229.000;30. Sep 19;;N
MONDI PLC;XLON;London Stock Exchange;GB00B1CRLC47;MNDIl;GBX;GB;EQ;230.744.587;58.144.450;30. Sep 19;;N
M&G PLC;XLON;London Stock Exchange;GB00BKFB1C65;MNGl;GBX;GB;EQ;23.938.092;26.835.900;24. Okt 19;;N
MONKS INVESTMENT TRUST PLC;XLON;London Stock Exchange;GB0030517261;MNKSl;GBX;GB;EQ;3.629.792;17.890.600;30. Sep 19;;N
MANCHESTER & LONDON INV TR;XLON;London Stock Exchange;GB0002258472;MNLl;GBX;GB;EQ;188.709;5.367.180;30. Sep 19;;N
MMC NORILSK NICKEL PJSC-ADR;XLON;London Stock Exchange;US55315J1025;MNODl;USD;EB;DR;56.157.822;572.500;30. Sep 19;;N
MARTIN CURRIE GLOBAL PORT;XLON;London Stock Exchange;GB0005372411;MNPl;GBX;GB;EQ;231.398;5.367.180;30. Sep 19;;N
MENZIES (JOHN) PLC;XLON;London Stock Exchange;GB0005790059;MNZSl;GBX;GB;EQ;809.033;8.945.300;10. Okt 19;;N
MONEYSUPERMARKET.COM;XLON;London Stock Exchange;GB00B1ZBKY84;MONYl;GBX;GB;EQ;28.117.829;35.781.200;30. Sep 19;;N
MOSS BROS GROUP PLC;XLON;London Stock Exchange;GB0006056104;MOSBl;GBX;GB;EQ;118.067;5.367.180;30. Sep 19;;N
MOTORPOINT GROUP PLC;XLON;London Stock Exchange;GB00BD0SFR60;MOTRl;GBX;GB;EQ;426.101;5.367.180;30. Sep 19;;N
MACAU PROPERTY OPP FUND LTD;XLON;London Stock Exchange;GG00BGDYFV61;MPOl;GBX;GB;EQ;145.744;5.367.180;30. Sep 19;;N
MERCHANTS TRUST PLC;XLON;London Stock Exchange;GB0005800072;MRCHl;GBX;GB;EQ;810.404;8.945.300;08. Jul 19;;N
MERCANTILE INVESTMENT TRUST;XLON;London Stock Exchange;GB00BF4JDH58;MRCl;GBX;GB;EQ;3.612.263;17.890.600;30. Sep 19;;N
MELROSE INDUSTRIES PLC;XLON;London Stock Exchange;GB00BZ1G4322;MROl;GBX;GB;EQ;341.169.968;58.144.450;30. Sep 19;;N
WM MORRISON SUPERMARKETS;XLON;London Stock Exchange;GB0006043169;MRWl;GBX;GB;EQ;148.715.955;58.144.450;30. Sep 19;;N
MARSHALLS PLC;XLON;London Stock Exchange;GB00B012BV22;MSLHl;GBX;GB;EQ;4.494.712;17.890.600;10. Okt 19;;N
MOTHERCARE PLC;XLON;London Stock Exchange;GB0009067447;MTCl;GBX;GB;EQ;2.288.483;17.890.600;30. Sep 19;;N
MONTANARO EUROPEAN SMALLER C;XLON;London Stock Exchange;GB0004543517;MTEl;GBX;GB;EQ;401.721;5.367.180;30. Sep 19;;N
MATOMY MEDIA GROUP LTD;XLON;London Stock Exchange;IL0011316978;MTMYl;GBX;GB;EQ;39.992;1.341.795;30. Sep 19;;N
MITIE GROUP PLC;XLON;London Stock Exchange;GB0004657408;MTOl;GBX;GB;EQ;6.285.573;26.835.900;30. Sep 19;;N
METRO BANK PLC;XLON;London Stock Exchange;GB00BZ6STL67;MTROl;GBX;GB;EQ;20.677.488;26.835.900;30. Sep 19;;N
MONTANARO UK SMALLER COS INV;XLON;London Stock Exchange;GB00BZ1H9L86;MTUl;GBX;GB;EQ;372.192;5.367.180;30. Sep 19;;N
MOUNTVIEW ESTATES PLC;XLON;London Stock Exchange;GB0006081037;MTVWl;GBX;GB;EQ;77.171;2.683.590;30. Sep 19;;N
MURRAY INCOME TRUST PLC;XLON;London Stock Exchange;GB0006111123;MUTl;GBX;GB;EQ;641.741;8.945.300;30. Sep 19;;N
ISHARES MSCI WORLD MIN VOL;XLON;London Stock Exchange;IE00B8FHGS14;MVOLl;USD;EB;TF;17.157.943;1.145.000;30. Sep 19;;Y
MSCI JAPAN SOURCE ETF;XLON;London Stock Exchange;IE00B60SX287;MXJPl;USD;EB;TF;97.361;1.145.000;30. Sep 19;;Y
SOURCE MSCI WORLD UCITS ETF;XLON;London Stock Exchange;IE00B60SX394;MXWOl;USD;EB;TF;2.102.452;1.145.000;03. Jul 19;;Y
MURRAY INTERNATIONAL TR-O;XLON;London Stock Exchange;GB0006111909;MYIl;GBX;GB;EQ;2.510.271;17.890.600;30. Sep 19;;N
NORTH AMERICAN INCOME TRUST;XLON;London Stock Exchange;GB00BJ00Z303;NAITl;GBX;GB;EQ;519.054;8.945.300;17. Jun 19;;N
NANOCO GROUP PLC;XLON;London Stock Exchange;GB00B01JLR99;NANOl;GBX;GB;EQ;1.178.791;17.890.600;30. Sep 19;;N
NORTH ATLANTIC SMALLER COMP;XLON;London Stock Exchange;GB0006439003;NASl;GBX;GB;EQ;254.946;5.367.180;30. Sep 19;;N
NB GLOBAL FLOATING RATE INC;XLON;London Stock Exchange;GG00B3KX4Q34;NBLSl;GBX;GB;EQ;6.335.365;26.835.900;30. Sep 19;;N
NB GLOBAL FLOATING RATE USD;XLON;London Stock Exchange;GG00B3P7S359;NBLUl;USD;GB;EQ;76.070;34.350;30. Sep 19;;N
NB PRIVATE EQUITY PARTNERS L;XLON;London Stock Exchange;GG00B1ZBD492;NBPUl;USD;GB;EQ;698.345;114.500;30. Sep 19;;N
NCC GROUP PLC;XLON;London Stock Exchange;GB00B01QGK86;NCCl;GBX;GB;EQ;2.165.189;17.890.600;30. Sep 19;;N
NOVOROSSIYSK-GDR REG S;XLON;London Stock Exchange;US67011U2087;NCSPl;USD;EB;DR;18.509;17.175;30. Sep 19;;N
CQS NEW CITY HIGH YIELD FUND;XLON;London Stock Exchange;JE00B1LZS514;NCYFl;GBX;GB;EQ;499.558;5.367.180;30. Sep 19;;N
NEXTENERGY SOLAR FUND LTD;XLON;London Stock Exchange;GG00BJ0JVY01;NESFl;GBX;GB;EQ;865.668;8.945.300;30. Sep 19;;N
NETWORK INTL HLDGS PLC;XLON;London Stock Exchange;GB00BH3VJ782;NETWl;GBX;GB;EQ;2.957.247;17.890.600;27. Jun 19;;N
NATIONAL EXPRESS GROUP PLC;XLON;London Stock Exchange;GB0006215205;NEXl;GBX;GB;EQ;13.338.625;26.835.900;30. Sep 19;;N
ETFS NATURAL GAS;XLON;London Stock Exchange;GB00B15KY104;NGASl;USD;GB;CO;223.034;103.050;03. Jul 19;;N
NATIONAL GRID PLC;XLON;London Stock Exchange;GB00BDR05C01;NGl;GBX;GB;EQ;773.641.207;58.144.450;30. Sep 19;;N
ETFS NATURAL GAS;XLON;London Stock Exchange;GB00B15KY104;NGSPl;GBX;GB;CO;223.034;8.050.770;03. Jul 19;;N
NOVA LJUBLJANSKA B-GDR REG S;XLON;London Stock Exchange;US66980N2036;NLBl;EUR;EB;EQ;2.434.272;200.000;30. Sep 19;;N
NLMK PJSC;XLON;London Stock Exchange;US67011E2046;NLMKl;USD;EB;DR;10.196.371;343.500;30. Sep 19;;N
NMC HEALTH PLC;XLON;London Stock Exchange;GB00B7FC0762;NMCl;GBX;GB;EQ;68.381.761;44.726.500;30. Sep 19;;N
NOSTRUM OIL & GAS PLC;XLON;London Stock Exchange;GB00BGP6Q951;NOGl;GBX;GB;EQ;2.233.546;17.890.600;30. Sep 19;;N
NEWRIVER REIT PLC;XLON;London Stock Exchange;GB00BD7XPJ64;NRRl;GBX;GB;EQ;5.239.108;26.835.900;30. Sep 19;;N
NORTHGATE PLC;XLON;London Stock Exchange;GB00B41H7391;NTGl;GBX;GB;EQ;2.798.046;17.890.600;30. Sep 19;;N
NOVATEK PJSC-SPONS GDR REG S;XLON;London Stock Exchange;US6698881090;NVTKl;USD;EB;DR;39.062.343;458.000;30. Sep 19;;N
NORCROS PLC;XLON;London Stock Exchange;GB00BYYJL418;NXRl;GBX;GB;EQ;344.668;5.367.180;30. Sep 19;;N
NEXT PLC;XLON;London Stock Exchange;GB0032089863;NXTl;GBX;GB;EQ;225.616.539;58.144.450;30. Sep 19;;N
OCADO GROUP PLC;XLON;London Stock Exchange;GB00B3MBS747;OCDOl;GBX;GB;EQ;90.672.657;44.726.500;30. Sep 19;;N
OIL & GAS DEVELOP-GDR REG S;XLON;London Stock Exchange;US67778Q2003;OGDCl;USD;EB;DR;4;17.175;30. Sep 19;;N
GAZPROM PAO -SPON ADR;XLON;London Stock Exchange;US3682872078;OGZDl;USD;EB;DR;75.269.560;572.500;30. Sep 19;;N
ORASCOM INVESTMENT HOLDING;XLON;London Stock Exchange;US68555D2062;OIHl;USD;EB;DR;4.030;17.175;30. Sep 19;;N
ODYSSEAN INVESTMENT TRUST;XLON;London Stock Exchange;GB00BFFK7H57;OITl;GBX;GB;EQ;49.606;1.341.795;30. Sep 19;;N
O'KEY GROUP SA-GDR REGS;XLON;London Stock Exchange;US6708662019;OKEYl;USD;EB;DR;113.097;68.700;30. Sep 19;;N
OLD MUTUAL LTD;XLON;London Stock Exchange;ZAE000255360;OMUl;GBX;GB;EQ;406.213.211;58.144.450;30. Sep 19;;N
ONESAVINGS BANK PLC;XLON;London Stock Exchange;GB00BM7S7K96;OSBl;GBX;GB;EQ;9.664.931;26.835.900;30. Sep 19;;N
ON THE BEACH GROUP PLC;XLON;London Stock Exchange;GB00BYM1K758;OTBl;GBX;GB;EQ;5.812.289;26.835.900;10. Okt 19;;N
OXFORD BIOMEDICA PLC;XLON;London Stock Exchange;GB00BDFBVT43;OXBl;GBX;GB;EQ;2.413.746;17.890.600;02. Okt 19;;N
OXFORD INSTRUMENTS PLC;XLON;London Stock Exchange;GB0006650450;OXIGl;GBX;GB;EQ;1.283.309;17.890.600;30. Sep 19;;N
PACIFIC ASSETS TRUST PLC;XLON;London Stock Exchange;GB0006674385;PACl;GBX;GB;EQ;489.440;5.367.180;30. Sep 19;;N
MICHAEL PAGE INTERNATIONAL;XLON;London Stock Exchange;GB0030232317;PAGEl;GBX;GB;EQ;26.909.839;35.781.200;30. Sep 19;;N
PARAGON BANKING GROUP PLC;XLON;London Stock Exchange;GB00B2NGPM57;PAGl;GBX;GB;EQ;11.976.181;26.835.900;30. Sep 19;;N
PAYPOINT PLC;XLON;London Stock Exchange;GB00B02QND93;PAYl;GBX;GB;EQ;1.315.282;17.890.600;30. Sep 19;;N
POLAR CAPITAL GLOBAL FINANCI;XLON;London Stock Exchange;GB00B9XQT119;PCFTl;GBX;GB;EQ;558.415;8.945.300;30. Sep 19;;N
POLAR CAP GLBL HEALTHCARE;XLON;London Stock Exchange;GB00B6832P16;PCGHl;GBX;GB;EQ;430.419;5.367.180;30. Sep 19;;N
POLAR CAPITAL TECHNOLOGY TR;XLON;London Stock Exchange;GB0004220025;PCTl;GBX;GB;EQ;3.002.152;17.890.600;30. Sep 19;;N
PICTON PROPERTY INCOME LTD;XLON;London Stock Exchange;GB00B0LCW208;PCTNl;GBX;GB;EQ;1.102.704;17.890.600;30. Sep 19;;N
PENDRAGON PLC;XLON;London Stock Exchange;GB00B1JQBT10;PDGl;GBX;GB;EQ;1.420.914;17.890.600;30. Sep 19;;N
PETRA DIAMONDS LTD;XLON;London Stock Exchange;BMG702781094;PDLl;GBX;GB;EQ;4.913.788;17.890.600;30. Sep 19;;N
OMV PETROM SA-REG S;XLON;London Stock Exchange;US67102R3049;PETBl;USD;EB;DR;36.167;17.175;30. Sep 19;;N
PETS AT HOME GROUP PLC;XLON;London Stock Exchange;GB00BJ62K685;PETSl;GBX;GB;EQ;8.916.210;26.835.900;30. Sep 19;;N
PRINCESS PRIV EQTY HOLD LTD;XLON;London Stock Exchange;GG00B28C2R28;PEYl;EUR;GB;EQ;716.213;100.000;30. Sep 19;;N
PRINCESS PRIV EQTY HOLD LTD;XLON;London Stock Exchange;GG00B28C2R28;PEYSl;GBX;GB;EQ;716.213;8.945.300;30. Sep 19;;N
PETROFAC LTD;XLON;London Stock Exchange;GB00B0H2K534;PFCl;GBX;GB;EQ;82.375.194;44.726.500;30. Sep 19;;N
PREMIER FOODS PLC;XLON;London Stock Exchange;GB00B7N0K053;PFDl;GBX;GB;EQ;1.005.477;17.890.600;30. Sep 19;;N
PROVIDENT FINANCIAL PLC;XLON;London Stock Exchange;GB00B1Z4ST84;PFGl;GBX;GB;EQ;24.892.330;26.835.900;30. Sep 19;;N
ETFS PHYSICAL SILVER;XLON;London Stock Exchange;JE00B1VS3333;PHAGl;USD;GB;CO;5.399.106;103.050;03. Jul 19;;N
PHAROS ENERGY PLC;XLON;London Stock Exchange;GB00B572ZV91;PHARl;GBX;GB;EQ;618.495;8.945.300;18. Okt 19;;N
ETFS PHYSICAL GOLD;XLON;London Stock Exchange;JE00B1VS3770;PHAUl;USD;GB;CO;29.140.427;103.050;09. Jul 19;;N
ETFS PHYSICAL GOLD;XLON;London Stock Exchange;JE00B1VS3770;PHGPl;GBX;GB;CO;29.140.427;8.050.770;03. Jul 19;;N
PACIFIC HORIZON INV TR PLC;XLON;London Stock Exchange;GB0006667470;PHIl;GBX;GB;EQ;713.020;8.945.300;30. Sep 19;;N
PHOENIX GROUP HOLDINGS;XLON;London Stock Exchange;GB00BGXQNP29;PHNXl;GBX;GB;EQ;0;1.341.795;01. Apr 19;;N
PHOSAGRO OAO-GDR REG S;XLON;London Stock Exchange;US71922G2093;PHORl;USD;EB;DR;4.599.465;229.000;30. Sep 19;;N
PRIMARY HEALTH PROPERTIES;XLON;London Stock Exchange;GB00BYRJ5J14;PHPl;GBX;GB;EQ;5.052.881;26.835.900;30. Sep 19;;N
ETFS PHYSICAL SILVER;XLON;London Stock Exchange;JE00B1VS3333;PHSPl;GBX;GB;CO;5.399.106;8.050.770;03. Jul 19;;N
PHOTO-ME INTERNATIONAL PLC;XLON;London Stock Exchange;GB0008481250;PHTMl;GBX;GB;EQ;1.614.612;17.890.600;30. Sep 19;;N
PANTHEON INTERNATIONAL PLC;XLON;London Stock Exchange;GB0004148507;PINl;GBX;GB;EQ;1.629.733;17.890.600;30. Sep 19;;N
PERPETUAL INCOME & GROWTH-O;XLON;London Stock Exchange;GB0006798424;PLIl;GBX;GB;EQ;1.755.052;17.890.600;30. Sep 19;;N
POLYPIPE GROUP PLC;XLON;London Stock Exchange;GB00BKRC5K31;PLPl;GBX;GB;EQ;4.647.335;17.890.600;30. Sep 19;;N
PLUS500 LTD;XLON;London Stock Exchange;IL0011284465;PLUSl;GBX;GB;EQ;91.391.208;44.726.500;30. Sep 19;;N
POLYUS PJSC-REG S-GDR;XLON;London Stock Exchange;US73181M1172;PLZLl;USD;EB;DR;5.109.153;343.500;30. Sep 19;;N
PREMIER OIL PLC;XLON;London Stock Exchange;GB00B43G0577;PMOl;GBX;GB;EQ;26.240.709;35.781.200;30. Sep 19;;N
PERSONAL ASSETS TRUST PLC;XLON;London Stock Exchange;GB0006827546;PNLl;GBX;GB;EQ;1.356.726;17.890.600;30. Sep 19;;N
PENNON GROUP PLC;XLON;London Stock Exchange;GB00B18V8630;PNNl;GBX;GB;EQ;38.728.428;35.781.200;30. Sep 19;;N
PETROPAVLOVSK PLC;XLON;London Stock Exchange;GB0031544546;POGl;GBX;GB;EQ;582.555;8.945.300;30. Sep 19;;N
POLYMETAL INTERNATIONAL PLC;XLON;London Stock Exchange;JE00B6T5S470;POLYl;GBX;GB;EQ;35.600.882;35.781.200;30. Sep 19;;N
PPHE HOTEL GROUP LTD;XLON;London Stock Exchange;GG00B1Z5FH87;PPHl;GBX;GB;EQ;303.081;5.367.180;30. Sep 19;;N
PURETECH HEALTH PLC;XLON;London Stock Exchange;GB00BY2Z0H74;PRTCl;GBX;GB;EQ;665.492;8.945.300;30. Sep 19;;N
PRUDENTIAL PLC;XLON;London Stock Exchange;GB0007099541;PRUl;GBX;GB;EQ;591.832.511;58.144.450;30. Sep 19;;N
PORVAIR PLC;XLON;London Stock Exchange;GB0006963689;PRVl;GBX;GB;EQ;249.588;5.367.180;30. Sep 19;;N
PHOENIX SPREE DEUTSCHLAND LT;XLON;London Stock Exchange;JE00B248KJ21;PSDLl;GBX;GB;EQ;5.793.183;26.835.900;30. Sep 19;;N
PERSHING SQUARE HOLDINGS LTD;XLON;London Stock Exchange;GG00BPFJTF46;PSHl;GBX;GB;EQ;8.858.221;26.835.900;30. Sep 19;;N
PERSIMMON PLC;XLON;London Stock Exchange;GB0006825383;PSNl;GBX;GB;EQ;207.840.366;58.144.450;30. Sep 19;;N
PEARSON PLC;XLON;London Stock Exchange;GB0006776081;PSONl;GBX;GB;EQ;135.824.435;58.144.450;10. Okt 19;;N
POLLEN STREET SECURED LENDING PLC;XLON;London Stock Exchange;GB00BLP57Y95;PSSLl;GBX;GB;EQ;5.227.038;26.835.900;30. Sep 19;;N
PLAYTECH PLC;XLON;London Stock Exchange;IM00B7S9G985;PTECl;GBX;GB;EQ;83.052.810;44.726.500;30. Sep 19;;N
PURECIRCLE LTD;XLON;London Stock Exchange;BMG7300G1096;PUREl;GBX;GB;EQ;473.256;5.367.180;30. Sep 19;;N
PV CRYSTALOX SOLAR PLC;XLON;London Stock Exchange;GB00BJ0CHQ31;PVCSl;GBX;GB;EQ;223.666;5.367.180;12. Jun 19;;N
PZ CUSSONS PLC;XLON;London Stock Exchange;GB00B19Z1432;PZCl;GBX;GB;EQ;3.548.012;17.890.600;30. Sep 19;;N
ISHARES MSCI USA QUALITY DIVID;XLON;London Stock Exchange;IE00BKM4H312;QDIVl;USD;EB;TF;2.741.445;1.145.000;03. Jul 19;;N
QUILTER PLC;XLON;London Stock Exchange;GB00BDCXV269;QLTl;GBX;GB;EQ;83.185.897;44.726.500;30. Sep 19;;N
QINETIQ GROUP PLC;XLON;London Stock Exchange;GB00B0WMWD03;QQl;GBX;GB;EQ;13.927.955;26.835.900;30. Sep 19;;N
RATHBONE BROTHERS PLC;XLON;London Stock Exchange;GB0002148343;RATl;GBX;GB;EQ;3.171.683;17.890.600;30. Sep 19;;N
RAVEN PROPERTY GROUP LTD;XLON;London Stock Exchange;GB00B0D5V538;RAVl;GBX;GB;EQ;287.601;5.367.180;30. Sep 19;;N
REVOLUTION BARS GROUP PLC;XLON;London Stock Exchange;GB00BVDPPV41;RBGl;GBX;GB;EQ;933.467;8.945.300;30. Sep 19;;N
RECKITT BENCKISER GROUP PLC;XLON;London Stock Exchange;GB00B24CGK77;RBl;GBX;GB;EQ;893.914.407;58.144.450;30. Sep 19;;N
ISHARES AUTOMATION&ROBOTIC-A;XLON;London Stock Exchange;IE00BYZK4552;RBOTl;USD;EB;TF;12.710.563;1.145.000;30. Sep 19;;N
ROYAL BANK OF SCOTLAND GROUP;XLON;London Stock Exchange;GB00B7T77214;RBSl;GBX;GB;EQ;310.493.054;58.144.450;30. Sep 19;;N
RICARDO PLC;XLON;London Stock Exchange;GB0007370074;RCDOl;GBX;GB;EQ;883.133;8.945.300;10. Okt 19;;N
REACH PLC;XLON;London Stock Exchange;GB0009039941;RCHl;GBX;GB;EQ;402.074;5.367.180;30. Sep 19;;N
RIT CAPITAL PARTNERS PLC;XLON;London Stock Exchange;GB0007366395;RCPl;GBX;GB;EQ;3.502.966;17.890.600;30. Sep 19;;N
RDI REIT PLC;XLON;London Stock Exchange;IM00BH3JLY32;RDIl;GBX;GB;EQ;4.342.464;17.890.600;01. Apr 19;;N
RDL REALISATION PLC;XLON;London Stock Exchange;GB00BW4NPD65;RDLl;GBX;GB;EQ;441.934;5.367.180;30. Sep 19;;N
ROYAL DUTCH SHELL PLC-A SHS;XLON;London Stock Exchange;GB00B03MLX29;RDSAl;GBX;GB;EQ;2.012.048.797;58.144.450;30. Sep 19;;N
ROYAL DUTCH SHELL PLC-B SHS;XLON;London Stock Exchange;GB00B03MM408;RDSBl;GBX;GB;EQ;1.153.035.009;58.144.450;30. Sep 19;;N
REDROW PLC;XLON;London Stock Exchange;GB00BG11K365;RDWl;GBX;GB;EQ;8.156.206;26.835.900;11. Sep 19;;N
REAL ESTATE CREDIT INVESTMEN;XLON;London Stock Exchange;GB00B0HW5366;RECIl;GBX;GB;EQ;2.064.188;17.890.600;30. Sep 19;;N
RECORD PLC;XLON;London Stock Exchange;GB00B28ZPS36;RECl;GBX;GB;EQ;87.739;2.683.590;30. Sep 19;;N
R.E.A. HOLDINGS PLC;XLON;London Stock Exchange;GB0002349065;REl;GBX;GB;EQ;14.961;1.341.795;30. Sep 19;;N
RELX PLC;XLON;London Stock Exchange;GB00B2B0DG97;RELl;GBX;GB;EQ;476.268.662;58.144.450;30. Sep 19;;N
RESIDENTIAL SECURE INCOME PLC;XLON;London Stock Exchange;GB00BYSX1508;RESIl;GBX;GB;EQ;1.733.646;17.890.600;30. Sep 19;;N
REGIONAL REIT LTD;XLON;London Stock Exchange;GG00BYV2ZQ34;RGLl;GBX;GB;EQ;1.442.874;17.890.600;30. Sep 19;;N
RHI MAGNESITA NV;XLON;London Stock Exchange;NL0012650360;RHIMl;GBX;GB;EQ;11.401.716;26.835.900;30. Sep 19;;N
RUFFER INVESTMENT COMPANY LD;XLON;London Stock Exchange;GB00B018CS46;RICAl;GBX;GB;EQ;644.528;8.945.300;30. Sep 19;;N
RELIANCE INFRASTRUCTURE-GDR;XLON;London Stock Exchange;USY097891193;RIFSl;USD;EB;DR;27.453;17.175;30. Sep 19;;N
RELIANCE INDS-SPONS GDR 144A;XLON;London Stock Exchange;US7594701077;RIGDl;USD;EB;DR;7.117.574;343.500;30. Sep 19;;N
RIO TINTO PLC;XLON;London Stock Exchange;GB0007188757;RIOl;GBX;GB;EQ;1.143.004.046;58.144.450;30. Sep 19;;N
RIVER & MERCANTILE GROUP;XLON;London Stock Exchange;GB00BLZH7X42;RIVl;GBX;GB;EQ;303.258;5.367.180;30. Sep 19;;N
ROSTELECOM-SPONSORED ADR;XLON;London Stock Exchange;US7785291078;RKMDl;USD;EB;DR;1.015.332;229.000;30. Sep 19;;N
ROYAL MAIL PLC;XLON;London Stock Exchange;GB00BDVZYZ77;RMGl;GBX;GB;EQ;103.650.154;58.144.450;30. Sep 19;;N
RM PLC;XLON;London Stock Exchange;GB00BJT0FF39;RMl;GBX;GB;EQ;165.184;5.367.180;30. Sep 19;;N
RIGHTMOVE PLC;XLON;London Stock Exchange;GB00BGDT3G23;RMVl;GBX;GB;EQ;76.362.602;44.726.500;30. Sep 19;;N
RANK GROUP PLC;XLON;London Stock Exchange;GB00B1L5QH97;RNKl;GBX;GB;EQ;919.001;8.945.300;30. Sep 19;;N
RENOLD PLC;XLON;London Stock Exchange;GB0007325078;RNOl;GBX;GB;EQ;372.740;5.367.180;30. Sep 19;;N
ROTORK PLC;XLON;London Stock Exchange;GB00BVFNZH21;RORl;GBX;GB;EQ;30.104.883;35.781.200;10. Okt 19;;N
ROSNEFT OIL COMPANY;XLON;London Stock Exchange;US67812M2070;ROSNl;USD;EB;DR;44.570.263;458.000;30. Sep 19;;N
